Date,Asset,Signal1,Signal2,Signal3,Signal4,Signal5,Signal6,Signal7,Signal8
2000-02-16,4106.880429645377,4152.257037440008,488.79829971993547,-404.35940827472905,474.5316219335265,-751.0638888285316,1090.5817841960545,-929.039617503915,218.09622138578632
2000-02-17,4088.144283878664,4171.937279291599,504.4582221614402,-414.92045748735654,452.40527816020244,-744.9152143405174,1105.2739173720413,-890.5928280758648,228.86258972075603
2000-02-18,4093.1843517314633,4165.8466530446485,504.9433934661721,-410.5164753363264,453.21653061654945,-748.8187131137114,1120.8473095992354,-876.8170362394592,227.9956022334774
2000-02-21,4079.9517348783916,4154.193227652092,492.62449592440186,-427.0976669742058,435.88299947960434,-732.6511479175736,1108.7967017292615,-869.5762499995149,232.70788015761698
2000-02-22,4060.2663592758568,4163.208073339185,482.936693784789,-417.2764621673561,421.2191209958415,-758.7134687944399,1116.2774606029311,-870.2573474879634,224.38012556642406
2000-02-23,4052.611856001095,4185.81820874433,483.70334546003414,-403.0419699411268,422.8435150011244,-761.691924300139,1123.041366800093,-867.9054180034082,220.46360831257687
2000-02-24,4086.4701926666344,4184.188180203717,489.6335400820981,-415.95505330196806,441.55629716946453,-731.0218437789517,1104.9176564592037,-872.0360537429516,238.6014089532125
2000-02-25,4085.4563127645274,4179.153997466354,477.27642823668526,-392.8553056344192,441.38527834825544,-706.9351388051094,1095.1247934516205,-868.8507093467546,243.0656555788496
2000-02-28,4066.371641199005,4187.988048536926,495.2330169054351,-409.2047128246951,432.3504203633644,-711.8886856945575,1102.542080178238,-869.3740663299405,225.68302325266814
2000-02-29,4080.3039795191985,4184.281049878872,501.36826676080887,-393.15560466722945,437.17455510728576,-727.6655085536048,1111.466708295641,-874.2164515216457,209.19988802527513
2000-03-01,4065.0005148001815,4168.513892677101,479.2170554717957,-404.6008385717803,419.8830990987117,-715.133523196894,1106.9710308099827,-869.2022576208874,203.11238403233938
2000-03-02,4039.3213905275493,4181.159247476991,465.79513390460636,-433.52226173230656,410.69402413658514,-705.4315216150777,1107.316913233012,-874.1679848713667,198.491009793409
2000-03-03,4031.8992446148563,4191.9172456220385,466.33207566320345,-443.16976192108973,406.57716309309797,-720.7638728505501,1116.047512404602,-883.0855795356399,196.25578040735576
2000-03-06,4075.2427051578866,4159.044030428281,462.6350530024324,-422.1223719391442,456.7672961274436,-728.7315278311835,1109.7847879795183,-886.8122346204281,188.37279072656386
2000-03-07,4054.556003191325,4138.67106964117,429.91176407824025,-432.42240600241337,440.02474405230555,-725.0354081787631,1096.9194004391559,-908.1766176940154,177.0495704563114
2000-03-08,4065.497441079577,4136.504064281869,437.4838126244317,-417.13990337550524,438.47067665547,-726.0223776512896,1095.4060902398815,-895.2661247222366,171.1621945849362
2000-03-09,4054.112522473842,4113.8953061356615,426.4212648548995,-419.6434541336619,431.10948244784447,-697.50596540639,1075.9676009028087,-890.7114959902888,214.81002541619776
2000-03-10,4036.5649079936798,4123.813465394918,447.4730363601152,-421.4725223655779,417.4405842619492,-730.6517525902533,1064.1543791359945,-887.5110243769168,186.5373496243755
2000-03-13,4019.1711019519475,4125.0357068780595,423.5635077289231,-414.04940757334424,404.42317814758053,-749.2508774630007,1070.5599145131343,-878.4433120437204,173.54129339052156
2000-03-14,4037.192547673148,4125.00672760259,396.69533301595845,-408.66817016750224,422.7316415176073,-720.6870374436246,1077.1939271341248,-866.4411633718835,203.4053295503667
2000-03-15,4042.122550491624,4131.44652876855,416.21485965800775,-415.7242151361469,421.74589786839965,-724.060326738211,1082.506479625247,-862.2761751371562,192.15852611125172
2000-03-16,4056.5916373077093,4126.643278644602,406.4562620187112,-392.45554168342534,434.0926758822303,-710.6177116564181,1103.0967507900505,-860.9110589942919,206.4425791268182
2000-03-17,4036.996782909148,4115.023880067193,431.81499817428426,-398.61887148889605,425.10945584351657,-699.8420957431432,1105.319207621347,-848.0863603593202,194.58991379149242
2000-03-20,4027.1496127998184,4121.815804031784,466.0857745408674,-388.0372667292979,404.63751155358545,-682.9577140466396,1087.5125111068057,-852.3902538077899,200.0561133002848
2000-03-21,4013.958183220869,4134.963689114154,501.7739642133687,-392.2852121913956,392.2515010916145,-688.4768444068324,1117.460620847269,-834.373957190776,205.02963611001059
2000-03-22,4010.1411178500634,4124.876364397367,462.10521944852786,-407.29915348079135,398.74142093921637,-673.2814138075966,1106.014113626082,-878.0580760922707,198.16727124000926
2000-03-23,4017.5619323867863,4112.092420413332,449.39290827014497,-420.4905651438402,392.59380369201796,-670.8700991511928,1093.4948824088278,-856.31256330907,176.95828405491895
2000-03-24,4027.4304146129,4097.240261812464,421.2845550282715,-444.1053025724045,387.5964166009261,-671.886047446899,1097.695206200357,-834.8285679896223,188.47889769580874
2000-03-27,4018.924156420286,4096.823346795879,421.0213889062818,-464.6890214841062,392.6182122519853,-678.8406625878297,1105.7097720625263,-829.9339862105736,205.0147373746604
2000-03-28,3985.3440951841308,4104.89950345058,433.83755698251287,-493.6198405111804,389.54900138557116,-702.3204293791529,1125.7610761343237,-851.5025507886832,182.37594954872452
2000-03-29,4027.5337677767034,4102.594993054718,436.85444469946094,-447.51553667789926,431.86178354571257,-691.111593446148,1129.9961884583042,-836.0038455926177,181.07754821947822
2000-03-30,4033.6232354998688,4112.472271634622,464.9657604400866,-421.13150249666666,434.46503892600595,-701.5057193640661,1127.4670830266398,-853.4170829840577,171.814864348943
2000-03-31,4030.9918558732593,4131.151647397384,449.8864525074254,-404.49893411163924,449.2530925660211,-708.8222046129365,1145.2699514427334,-842.5193898945469,149.55645535454528
2000-04-03,4007.604791131626,4134.6912008898735,471.15280896229433,-399.5528118304544,444.06164802646845,-716.6507387395802,1130.394522795459,-876.0686091300299,138.64703674812515
2000-04-04,3982.5363543627504,4123.727071510744,477.6878439412193,-426.843779940493,403.85574053808483,-711.7458123851085,1139.7814433872468,-877.1822192144703,153.58259721579404
2000-04-05,4007.418743954175,4151.196684281536,494.4427024695239,-415.411386516772,413.426762410228,-688.4313729642781,1146.3849588578666,-857.8036836841463,152.51991103970994
2000-04-06,4012.484730314693,4141.641552945714,497.3466202870514,-421.32176016035737,410.85971705383395,-669.2802511258054,1129.2636566867363,-860.9514891031533,164.51823456642364
2000-04-07,3996.247041878871,4138.373787023921,484.23113756589635,-402.4955736740575,406.9014213670024,-656.7925056476023,1126.9340682663792,-872.586777476805,197.0826736995063
2000-04-10,3998.997700510768,4124.760923757653,464.3613435790237,-404.6113740784202,403.20252938563556,-617.3274532157554,1106.0117712432304,-873.7863258557853,228.743121750324
2000-04-11,4021.914656529079,4106.878774691386,433.30080901344496,-387.406335101419,425.3829318326728,-627.3086727765836,1101.5334737207465,-883.5992615824019,209.68623022874198
2000-04-12,4032.3425894615843,4115.402375528669,468.59065113478744,-382.7856843431619,436.3695353009683,-650.4044734941248,1113.2877364611643,-907.4638518547268,228.0568111185654
2000-04-13,4037.5424661221546,4124.521714058287,492.5305983666103,-334.8915524968552,447.3452113972009,-655.1655656533379,1109.9809188039414,-924.7592333124252,221.9854114431394
2000-04-14,4030.139098776907,4119.647997726315,490.4020839187868,-369.4886939722467,425.6819712808914,-638.9976232194058,1108.3872909931988,-936.2484780574779,213.13652712384726
2000-04-17,4042.181865247692,4125.211540808828,473.6572741677637,-388.11968800319573,425.13872184543925,-646.8954211272469,1127.755994868928,-939.945275794318,222.43593166293905
2000-04-18,4070.50905587196,4111.879259867212,465.4704683773722,-346.9567379975554,440.2155004625561,-646.5313128580616,1145.29418579221,-950.8883225618491,224.495013337181
2000-04-19,4060.9090265592736,4128.695029061005,468.55109221573605,-344.0572837546027,440.34433384692437,-641.46762115787,1149.2350553267138,-981.3383231783439,231.41981377790393
2000-04-20,4065.543840531424,4087.340268392988,446.6737724173897,-348.58740409910877,439.17411612249305,-650.3208764993066,1150.6162378462132,-992.5091991107901,232.05064556816032
2000-04-21,4071.3531656832342,4106.045754871136,485.81306957309835,-388.76999689374634,438.17386903767874,-656.3675654184908,1142.2462057452726,-997.301638429653,220.69831606437538
2000-04-24,4043.348940156416,4099.055415985967,479.0285800053062,-392.0738624687342,422.02070374745875,-622.2328826429188,1116.9390097875273,-1015.7614942720951,239.23855518953286
2000-04-25,4103.987013566928,4109.636726099833,496.99352004313977,-395.1720186372311,458.4422589938133,-621.5401090444612,1137.4328700838512,-999.2676316309992,226.0106332021106
2000-04-26,4131.666565429312,4121.110437121197,521.3409706758255,-394.9371091087112,480.1611107498804,-631.6934933958231,1143.1834495047085,-973.4819640193884,209.75319206433826
2000-04-27,4140.924640224195,4117.144883005726,531.2487433521769,-384.68953018236544,491.5325657239114,-669.362649035105,1156.8236441125257,-951.1231462876766,184.75198894443315
2000-04-28,4143.331225544501,4116.881353921485,523.9518390079902,-383.1301281601918,494.4121522333419,-654.1987083701226,1132.8849967841581,-933.0761918806045,184.7837447387166
2000-05-01,4155.402103457953,4128.0514632633285,536.6664334667365,-383.2304743131818,504.195249122165,-684.1483325450079,1113.1708832614343,-961.9943102855863,159.10629230827482
2000-05-02,4147.467239735518,4132.941328798289,533.0515269387008,-378.490303249956,497.31135580600085,-668.5768159162023,1090.7778039554605,-1003.8273441167862,166.00935212145387
2000-05-03,4145.719087097354,4151.848747229015,539.4407526582344,-366.68855172495176,493.3202266378063,-641.0467852378375,1076.2002186273164,-1000.2831907197516,162.8671917391921
2000-05-04,4136.299777436655,4142.833146231947,536.1724443240691,-378.3101317086103,481.9961276860342,-625.1822229220143,1075.3437330999202,-1002.2440906292873,139.83369089516992
2000-05-05,4162.163481622303,4149.485361331812,528.6816613884997,-392.5205501914779,509.13999669799443,-636.126304745966,1072.3101327361665,-991.2135956669739,126.3739521026353
2000-05-08,4156.422052584793,4167.194751407901,542.7325151817852,-368.8818701743659,509.9517880849527,-614.6398588107952,1081.0128251289757,-985.4512613808739,125.81763340753183
2000-05-09,4149.071589767743,4164.352892320694,555.6046805707673,-376.18417255680816,510.1271205508312,-614.939908420838,1095.3755722391272,-969.055757031203,109.68269195137796
2000-05-10,4124.992675929947,4183.212550211626,549.8927640935615,-385.56727185057935,492.3902338748438,-625.0423201227954,1084.5331859469122,-963.4466135917042,102.67934257194644
2000-05-11,4109.200830482836,4176.305376156643,564.8014830771061,-379.0894224645578,479.81114438138474,-621.3016416536425,1093.920877359918,-969.0983499645017,82.38968105832365
2000-05-12,4145.058140454466,4148.009632643781,548.8302644917942,-369.15840875069426,522.1382787654272,-651.6619401400842,1097.6883297370712,-986.8697660910759,57.74618061805893
2000-05-15,4141.510144346575,4126.51689350781,540.332017204335,-353.2791230371148,527.2567213579737,-625.5178583407065,1072.6244000911083,-1018.2193742858873,63.709764245468676
2000-05-16,4123.924490274543,4113.779767337384,546.7115969333045,-360.1131602795297,514.8715771129821,-648.0152923800681,1102.521754666976,-1014.6378743764653,70.315694087147
2000-05-17,4113.318714139347,4124.000475459536,547.3614972208729,-379.10313213474205,523.2295656178552,-662.6472568158174,1082.0373379003465,-1043.0426988703307,63.41832994387849
2000-05-18,4130.405102155101,4123.659534293627,555.7739774064241,-347.83094086436466,542.7737509587796,-661.6167442386375,1100.3401388149814,-1026.384214963334,67.81553928619564
2000-05-19,4137.531807976166,4155.860211282041,572.5670236769693,-353.68318596898604,527.5921103134847,-692.2021770070866,1110.6802195002554,-1031.9752930187046,42.20513634989419
2000-05-22,4109.766755970572,4106.624005863372,550.4664395603463,-358.5404313761722,502.92531830435684,-700.7594728433329,1138.5051139831655,-985.7450874745557,34.795856341153524
2000-05-23,4126.732759067282,4139.37015822637,566.1406320976348,-355.52411089245373,533.9482892809028,-697.7133894148242,1137.0859414300246,-1000.4720103428082,40.93672457052017
2000-05-24,4150.880328418857,4137.993812242612,590.367192898416,-342.2819280675606,554.3587804141904,-668.5620003603693,1105.2649405875527,-1031.6380564600972,77.78858753434409
2000-05-25,4161.078480016823,4143.766151604201,615.5059317403784,-329.5215044407839,550.895886009018,-647.383562753753,1110.672459865694,-1044.6676666205337,120.84367887628375
2000-05-26,4158.750417062912,4144.90084376029,578.6203338863182,-343.07262919287865,550.3927547710748,-642.7792622191707,1073.4386794730312,-1057.2520542691464,119.09933102369055
2000-05-29,4170.903172147321,4143.024816217245,579.8481135570593,-331.6515337005502,558.9618757531516,-656.3020363563207,1054.1695810893957,-1034.476876000377,132.2586274623285
2000-05-30,4164.501134409951,4131.325336845163,576.5081832966898,-325.42794741410944,568.1428659352207,-637.0216296934242,1057.0726298333107,-1005.0159448627047,145.78915625993164
2000-05-31,4177.724160588676,4126.173429058129,585.6054044852515,-299.5141765757477,585.201062421773,-624.1914313810415,1059.8417517217172,-1028.9211101069973,172.87610558116427
2000-06-01,4202.351637549401,4139.414993731548,598.3186242454167,-286.0940906952608,609.8663475717287,-590.5179791110716,1059.8861549896885,-1017.8147776349638,202.19957106204475
2000-06-02,4207.143087358677,4130.653775569935,613.333550686986,-296.42064228076094,618.4312172497374,-624.3333421193349,1063.5787521341551,-1024.0772554471944,171.13916196283293
2000-06-05,4196.636851507621,4126.766779843338,628.9791546846596,-289.15490223328175,613.9352558081893,-612.5199399431573,1061.4592286105,-1022.6231205241594,167.80544071696198
2000-06-06,4193.324496854419,4150.334457925831,634.0529078122776,-302.2101244374699,612.0037712686451,-609.4603519624195,1027.7559877005936,-1034.718619953879,169.37724158387854
2000-06-07,4168.46019933566,4137.296125899739,616.5265475048363,-319.3331711503686,591.5753268368923,-608.3863370757274,1032.7112268268875,-1048.242350937291,149.49471634996797
2000-06-08,4188.046896145314,4148.169245277934,635.9808497459319,-326.2504972227236,617.3505624968881,-656.1029486439546,1037.7480978654546,-1068.839583639703,136.17602852773672
2000-06-09,4174.780885464482,4143.935146700215,637.7010645461438,-326.53946167626214,601.1059882382583,-656.5960163031558,1034.443481360893,-1068.8470210197538,108.59588903879099
2000-06-12,4166.5072668437815,4121.99485240809,606.0466778442635,-334.06554732634936,587.6478134224234,-636.7576795060212,1032.767963712604,-1054.69876067848,99.08166695860893
2000-06-13,4170.117757676704,4124.4099567599715,620.5299038254645,-302.4453465838075,595.0684476333026,-643.1712358138261,1027.8250597768197,-1076.4117122837656,76.36762296119964
2000-06-14,4177.964905867106,4137.2752760858575,623.4188232849762,-306.40538212852124,604.0583753414206,-640.7250823483068,1031.7908853126182,-1056.4206056402984,75.91849614600362
2000-06-15,4145.37235298885,4176.904818056885,628.414714247682,-356.49756214740285,571.2779787915085,-635.7902372355074,1007.7159050713905,-1059.4899647665998,86.34066478041105
2000-06-16,4136.367823023792,4163.388975927383,625.2610395786563,-354.2072269324402,558.092700332076,-637.9417142413674,1024.4326139145512,-1062.7972301175037,102.35164018359471
2000-06-19,4144.160280916654,4158.08875304509,631.8764301976896,-360.41944924166944,562.825947442702,-634.1166849515309,1036.636326514087,-1061.4088133971031,112.35665047471372
2000-06-20,4141.44725602987,4176.028029363059,622.632498827888,-354.852831561454,563.0445773304737,-655.6041788676604,1031.2147689676497,-1065.3457147013648,111.89300347559848
2000-06-21,4131.607775142655,4193.330663626255,632.4437583104421,-363.873390006341,549.4120218835494,-668.5421040611615,1036.5603277179384,-1095.0619754581153,118.10564938829121
2000-06-22,4126.161919280549,4222.758944008295,653.0211921267176,-393.01487326391333,534.1213717229914,-646.529023113355,992.1357189682661,-1114.5497671095852,108.4223886887369
2000-06-23,4133.101822604424,4231.08922969893,670.0215922534227,-361.46093690100946,536.9955153313467,-643.7137217074335,1004.836553097057,-1125.0588412090708,126.57606864463071
2000-06-26,4108.067380802046,4225.645975010242,675.6983045564905,-377.80856567010653,542.4110144425757,-661.7999196780952,1000.6992545379237,-1121.9527180279322,121.23929043391881
2000-06-27,4107.562778054566,4252.698763532613,677.0580922332329,-394.2907371912347,544.728525003217,-687.2708087644091,1009.4795290629135,-1111.3760901093156,97.69049044176359
2000-06-28,4122.58354303014,4267.077743508228,684.5183676702349,-366.5505943090497,547.8435929862708,-690.1838266826308,1007.3285330861158,-1121.7328594846779,98.46675730011037
2000-06-29,4103.755589304841,4250.339923789875,689.761870937557,-361.744813272552,541.7304288260613,-688.8842285195567,987.8284296737667,-1126.3435739033307,91.09207494025416
2000-06-30,4125.05894349656,4264.261391443151,687.1924788581937,-351.98508427413566,558.2309746938467,-667.6538093437981,997.7426861719289,-1118.7525676859768,86.26920596229272
2000-07-03,4125.095369134091,4278.096077298622,723.1560855125899,-329.03437722977395,570.3252585991737,-674.9026103224771,997.4554205733687,-1118.7947346164617,79.7955260363987
2000-07-04,4113.592100887248,4289.920889143109,728.8091758813209,-332.2586910437123,553.2881357478414,-680.54983400738,978.7982485070125,-1129.701820902911,62.276118688234874
2000-07-05,4103.544218890159,4291.091844968623,699.690874780024,-365.2953342418836,546.0376194362507,-709.112676456001,952.2205589002656,-1150.7684961030184,46.581236914401245
2000-07-06,4089.527963726155,4285.132095582493,702.5962301769638,-363.3912435802599,533.6262698838659,-712.8204630212555,966.9460007324594,-1146.6208523360374,53.7878198467879
2000-07-07,4092.4045303812686,4264.692151982827,688.1623572152921,-371.5935793719211,523.9315760037124,-718.7928270622683,978.1263527418562,-1150.6411526680597,58.070616976760874
2000-07-10,4071.739062756677,4249.409845804351,690.6931025834738,-382.8723002210809,522.1150096765223,-720.027961913641,971.6067001467916,-1155.6005563686997,40.16414501725063
2000-07-11,4060.2168588830086,4238.832903199548,655.8242190819086,-374.99041401620786,510.5927185658453,-738.0241009497544,965.9901819464526,-1171.640256758572,35.16228484658981
2000-07-12,4082.1632532776116,4234.060348098117,632.5826843890135,-408.9590637884657,519.8256305335126,-735.9039249513728,985.3280332381521,-1186.037142166478,40.984956015552314
2000-07-13,4083.9863740425512,4232.479710552192,639.7033602490536,-395.3585274026303,526.4650222946201,-747.1136682024259,1009.9811160439683,-1173.7789404306686,28.233170730685572
2000-07-14,4056.680268145323,4232.039415650803,647.8740604539452,-421.6402874340191,501.9537811634705,-726.9196290171411,976.951946058894,-1196.1854563537051,29.24759241876265
2000-07-17,4042.554149499441,4219.042455753211,655.2240756298588,-421.3454253534012,486.38617215553313,-708.7059327415611,962.932618009155,-1209.7112396952928,60.119149641125745
2000-07-18,4057.2234627799185,4205.764973831056,634.2824883767584,-405.80974690912893,500.0667907831469,-722.8539264973116,992.4341406151875,-1201.256556292943,80.35489894128031
2000-07-19,4041.971989887959,4206.884541480391,627.413975434321,-426.7335936942939,489.48260882685247,-710.4119499036881,1004.6639918686187,-1215.1592091920106,68.4289374857461
2000-07-20,4040.402335774555,4200.524012225907,596.8265145867601,-449.076785142831,493.3822569754253,-708.4826470743914,994.6554123471117,-1212.6964316992244,56.56022761931857
2000-07-21,4033.5000634287803,4211.979085886033,597.705257167849,-460.5595615819552,472.38273026068714,-702.1117900164046,994.8720147196494,-1220.0350008371147,51.72347921463427
2000-07-24,3979.5389434587446,4216.348827834635,610.0345441363814,-497.95816680709186,434.5204191459704,-659.6207982635814,996.3818431533117,-1201.594238233652,58.833564282497775
2000-07-25,3945.2437876066856,4218.93266519217,587.9267997448748,-506.38426589870846,405.4860242553675,-669.6985620132905,1012.4553005971738,-1197.3439398567493,65.64317492363375
2000-07-26,3934.211243576539,4238.879151893416,610.6776009250378,-526.9722283883352,385.00995043258627,-670.3223120821124,1020.8705108585818,-1195.0208131975469,76.81793345885055
2000-07-27,3961.068231507679,4253.4252526592645,640.4916416065165,-499.2059436499554,403.1562365659347,-674.814596567231,1025.911891510803,-1187.0379727626746,79.00613236181398
2000-07-28,3959.2509567063357,4240.799563501598,636.4030618371362,-510.3597071144835,391.6774514881127,-665.1288626621802,1010.9471050607385,-1203.462393023994,92.47752783080922
2000-07-31,3972.483731379381,4222.54779162203,614.7156580117645,-504.42331325433,396.4741102270847,-665.4088867385384,1004.4100704424305,-1210.1548602088956,90.06561065886405
2000-08-01,3954.598864199185,4188.474041313183,569.6935919517357,-500.4546699849849,385.49224919588414,-662.6059073197473,1008.5861879851482,-1223.5579380269696,83.1695938048277
2000-08-02,3970.968543688546,4190.723772306746,568.5955572074664,-503.2488111430662,405.6592347282058,-668.980610686057,998.3085435139504,-1241.9420947742988,91.27034154180481
2000-08-03,3969.218111501132,4205.122175432255,592.1741613534052,-517.3782211490533,393.0120051565394,-683.5652351726337,987.0955980768967,-1221.255855160097,90.89496310059108
2000-08-04,3990.9126391965124,4189.56126613511,620.6250855652678,-533.2704040992865,412.5472732121707,-687.2513683097175,964.4044564842097,-1235.4302586916683,68.284912914161
2000-08-07,4027.1829392885516,4169.407269992666,599.2170621244952,-531.3893818776368,434.05710000853924,-664.6059936465391,951.6375751386413,-1234.5110985655674,89.14862627705776
2000-08-08,4044.86186607216,4209.550686848382,636.4563569921374,-514.8091549240085,444.311910945897,-664.6064719339676,922.0193485027679,-1265.7040088502918,87.6984937337784
2000-08-09,4008.172785535156,4221.8772953877315,637.6047002992054,-540.7934927111573,426.6977127279724,-676.8824406421547,961.794941416163,-1258.673458921476,68.95880328909308
2000-08-10,3990.325214526852,4185.674393062593,650.554023063853,-520.0778217067124,409.4899047037723,-682.72775727487,975.1498188202986,-1258.1558026663474,63.925838999243524
2000-08-11,4011.641079417735,4190.7539124187615,670.0664830396254,-523.3059407030565,419.72510086107695,-697.0612444800815,981.8057526827694,-1238.1697748091433,73.8387501848822
2000-08-14,4020.824067449356,4184.376849219025,660.6392919580218,-542.9785059831241,420.6749484527579,-736.1866236311616,990.1680444233209,-1227.195014746187,29.443980008332346
2000-08-15,3964.7319483630067,4187.380221468401,643.4620812182928,-575.3421858537279,400.256091889764,-728.2104783389855,975.0607187645487,-1234.8904575979996,60.31916509037697
2000-08-16,3964.3673584513576,4210.704355460274,654.8139601547795,-587.8731131510019,393.6773895556957,-702.2480147379057,961.7326671041537,-1241.9076562550554,59.32067766777817
2000-08-17,3964.825359077687,4245.960809259386,674.3780144552732,-594.1633983051308,393.6527007646391,-665.0157651157826,930.8362689032842,-1252.6050837680257,79.15623910736545
2000-08-18,3936.4976015618026,4236.74739872271,672.567596744097,-583.4132238621387,369.1035123904665,-675.2068251757773,937.5795592509367,-1239.726416038079,67.33080553338706
2000-08-21,3955.6693177713573,4224.291450678737,665.2427564874042,-586.5276763060612,385.6522327517978,-675.2083664342794,938.3361201756229,-1236.6340423247739,71.66565599555801
2000-08-22,3972.7881510301672,4215.479012149676,668.1429826868196,-604.6672395634201,410.1862676811512,-664.0643957465079,952.9025599096389,-1210.9091777561234,108.05617780798165
